,User,Tweet,paper_text_processed,paper_text_processed_filtered
390,girlsintechuwc,"Sign ups are now open for SHEHACKS 2020 Mentors.
It's a great event to get involved in the area of Technology and mentor other students in a field that is up and coming :

Mentor sign ups can be accessed through this form: 
https://t.co/ckaSWJsDrT

#Singapore #Hackathon","sign ups are now open for shehacks 2020 mentors.
it's a great event to get involved in the area of technology and mentor other students in a field that is up and coming :

mentor sign ups can be accessed through this form: 


#singapore #hackathon","sign ups open shehacks 2020 mentors.
it's great event get involved area technology mentor student field coming :

mentor sign ups accessed form: 


#singapore #hackathon"
391,MeKanhaiyakumar,A video about https://t.co/3eq2wvFyjR PM Narendra Modi's Address | Singapore India Hackathon 2019,a video about  pm narendra modi's address | singapore india hackathon 2019,video  pm narendra modi's address | singapore india hackathon 2019
392,bvbspit,"AI members Ms. Soumya Koppaka and Mr. Suyash Chavan who won 5th Position in Overall Team from India and Singapore at Singapore India Hackathon, 2019 held at IIT Madras on 28th to 30th September 2019. #SPIT #ECELLSPIT #COMPSPIT https://t.co/jHWTHgKrqc","ai members ms. soumya koppaka and mr. suyash chavan who won 5th position in overall team from india and singapore at singapore india hackathon, 2019 held at iit madras on 28th to 30th september 2019. #spit #ecellspit #compspit ","ai member ms. soumya koppaka mr. suyash chavan 5th position overall team india singapore singapore india hackathon, 2019 held iit madras 28th 30th september 2019. #spit #ecellspit #compspit "
393,TheBankingScene,Podcast:RegPac Revolution and F10 Hackathon Singapore https://t.co/PPXbcrapfW #regpacrevolution #singapore #regtech @fintechch #TheBankingScene,podcast:regpac revolution and f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch #thebankingscene,podcast:regpac revolution f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch #thebankingscene
394,RegTech_FinTech,"Podcast:RegPac Revolution and F10 Hackathon Singapore https://t.co/bCYILk8eiq #regpacrevolution #singapore #regtech @fintechch #regtech, #FinTech","podcast:regpac revolution and f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch #regtech, #fintech","podcast:regpac revolution f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch #regtech, #fintech"
395,KuniSuzaki,"IETF 106 Singapore Hackathon (16-17/Nov/2019)に参加。
TEEP: Trusted Execution Environment Provisioningのチームに参加。
この成果は
https://t.co/dDhTIbTHe5
に公開されています。","ietf 106 singapore hackathon (16-17/nov/2019)に参加。
teep: trusted execution environment provisioningのチームに参加。
この成果は

に公開されています。","ietf 106 singapore hackathon (16-17/nov/2019)に参加。
teep: trusted execution environment provisioningのチームに参加。
この成果は

に公開されています。"
396,murillo,"First impressions of Singapore,  i love it! se you all tomorrow at the ietf hackathon! 
(I know I'm late) https://t.co/kQlu2z7bfD","first impressions of singapore,  i love it! se you all tomorrow at the ietf hackathon! 
(i know i'm late) ","first impression singapore,  love it! se tomorrow ietf hackathon! 
(i know i'm late) "
397,suzworldwide,"Have been in Singapore just about 12 hours and already doing hackathon, DNSOP chairs' meeting, hallway chatter....good to be here, peeps! #ietf106","have been in singapore just about 12 hours and already doing hackathon, dnsop chairs' meeting, hallway chatter....good to be here, peeps! #ietf106","singapore 12 hour already hackathon, dnsop chairs' meeting, hallway chatter....good here, peeps! #ietf106"
398,pEpFoundation,"Internet Engineering [Research] Task Force:

We're in #Singapore at the #hackathon of the #IETF106 -- find us at the Privacy Enhancements and Asessments Research Group (#PEARG) table!🤗

See wiki: https://t.co/EpmHPV8YMh

#Privacy #Security #E2EE #MEDUP
https://t.co/hXLD0hdeoX https://t.co/vXywGWTCK6","internet engineering [research] task force:

we're in #singapore at the #hackathon of the #ietf106 -- find us at the privacy enhancements and asessments research group (#pearg) table!🤗

see wiki: 

#privacy #security #e2ee #medup
 ","internet engineering [research] task force:

we're #singapore #hackathon #ietf106 -- find u privacy enhancement asessments research group (#pearg) table!🤗

see wiki: 

#privacy #security #e2ee #medup
 "
399,csperkins,"If you’re at #IETF106 in Singapore, come to the hackathon and talk to me or @lumisota about the use of structured languages in protocol specifications https://t.co/5WSj2skySM","if you’re at #ietf106 in singapore, come to the hackathon and talk to me or @lumisota about the use of structured languages in protocol specifications ","you’re #ietf106 singapore, come hackathon talk @lumisota use structured language protocol specification "
400,DevSpaceSG,"YouthHacks is Singapore’s largest U18 Hackathon, for students, by students! This annual 2 day hackathon is a great way to learn how to build cool things, meet and compete with new people, tackle big problems, and have fun! 

Join YouthHacks here → https://t.co/cQicXbnEOn https://t.co/pUHWSwz1jy","youthhacks is singapore’s largest u18 hackathon, for students, by students! this annual 2 day hackathon is a great way to learn how to build cool things, meet and compete with new people, tackle big problems, and have fun! 

join youthhacks here →  ","youthhacks singapore’s largest u18 hackathon, students, students! annual 2 day hackathon great way learn build cool things, meet compete new people, tackle big problems, fun! 

join youthhacks →  "
401,ariscahyadi,@onnowpurbo @puspindes kapan sampai singapore pak? saya akan join IETF hackathon... siapa tahu bisa ketemu lagi.. hehe..,@onnowpurbo @puspindes kapan sampai singapore pak? saya akan join ietf hackathon... siapa tahu bisa ketemu lagi.. hehe..,@onnowpurbo @puspindes kapan sampai singapore pak? saya akan join ietf hackathon... siapa tahu bisa ketemu lagi.. hehe..
402,ietf,"Get set: #IETF106 starts soon! Meeting week (16-22 November 2019) begins with the #IETFHackathon. Here are a few final items to consider before the Hackathon and meeting start, whether you're planning to participate in Singapore or from somewhere else: 
https://t.co/x2w1SXpYFd https://t.co/KNWkgZO2cL","get set: #ietf106 starts soon! meeting week (16-22 november 2019) begins with the #ietfhackathon. here are a few final items to consider before the hackathon and meeting start, whether you're planning to participate in singapore or from somewhere else: 
 ","get set: #ietf106 start soon! meeting week (16-22 november 2019) begin #ietfhackathon. final item consider hackathon meeting start, whether planning participate singapore somewhere else: 
 "
403,shecheyne,Pula - one of the Afro-Asia 2019 hackathon winners with a solution that provides micro insurance to farmers emerged winner of the Singapore Festival hackathon 🌟,pula - one of the afro-asia 2019 hackathon winners with a solution that provides micro insurance to farmers emerged winner of the singapore festival hackathon 🌟,pula - one afro-asia 2019 hackathon winner solution provides micro insurance farmer emerged winner singapore festival hackathon 🌟
404,rmatlock,"@PGelsinger pushes the industry to shape #techforgood. VMW Singapore teamed w ASPN, hosted a hackathon w young talent. Result? Social community for people w special needs where best practices and job opportunities can b shared. Small but meaningful progress. We all play a role! https://t.co/xrrFMEBLA3","@pgelsinger pushes the industry to shape #techforgood. vmw singapore teamed w aspn, hosted a hackathon w young talent. result? social community for people w special needs where best practices and job opportunities can b shared. small but meaningful progress. we all play a role! ","@pgelsinger push industry shape #techforgood. vmw singapore teamed w aspn, hosted hackathon w young talent. result? social community people w special need best practice job opportunity b shared. small meaningful progress. play role! "
405,moz0131,"“We are encouraging innovation and incubation for two big reasons– one is we want easy solutions to solve India’s problems to make life easier,” PM Modi said this at the Singapore India Hackathon 2019 at IIT-Madras on 30.09.2019.","“we are encouraging innovation and incubation for two big reasons– one is we want easy solutions to solve india’s problems to make life easier,” pm modi said this at the singapore india hackathon 2019 at iit-madras on 30.09.2019.","“we encouraging innovation incubation two big reasons– one want easy solution solve india’s problem make life easier,” pm modi said singapore india hackathon 2019 iit-madras 30.09.2019."
406,gerryforcomms,"If you’re based in Singapore, here’s a #hackathon that combines food and data - how much better can that get?! 😍😍 https://t.co/5zd5meqXtz","if you’re based in singapore, here’s a #hackathon that combines food and data - how much better can that get?! 😍😍 ","you’re based singapore, here’s #hackathon combine food data - much better get?! 😍😍 "
407,PBulowski,"Singapore data community listen up! 📊
She Loves Data TIBCO and YoRipe is doing a yummy data hackathon next weekend.
It's open to all, we have over 130 registered and have last 20 seats available. So stop pretending you have someth…https://t.co/ir91LBZvdy https://t.co/I2kKf0V24A","singapore data community listen up! 📊
she loves data tibco and yoripe is doing a yummy data hackathon next weekend.
it's open to all, we have over 130 registered and have last 20 seats available. so stop pretending you have someth… ","singapore data community listen up! 📊
she love data tibco yoripe yummy data hackathon next weekend.
it's open all, 130 registered last 20 seat available. stop pretending someth… "
408,hackernoon,"""How We Tried To Fight  Ecommerce Fraud at JunctionX Singapore Hackathon"" by @lcdvirgo https://t.co/7Y3z4Nq63w #ecommerce #hackathon","""how we tried to fight  ecommerce fraud at junctionx singapore hackathon"" by @lcdvirgo  #ecommerce #hackathon","""how tried fight  ecommerce fraud junctionx singapore hackathon"" @lcdvirgo  #ecommerce #hackathon"
409,nkvarnstrom,Can’t wait for today’s #Sweden #Singapore #Space #hackathon for the planet in connection with #SFFxSWITCH https://t.co/FfoA7Jn3E3,can’t wait for today’s #sweden #singapore #space #hackathon for the planet in connection with #sffxswitch ,can’t wait today’s #sweden #singapore #space #hackathon planet connection #sffxswitch 
410,datarepublicans,"Over the weekend Data Republic helped facilitate the HyperHack datathon in Singapore. The event was supported by @StartupX and @Temasek, with over 60 data scientists competing to ideate, hack and design sustainable ideas for the future. #hackathon #sustainability #hyperhack https://t.co/GJK6x2mqsn","over the weekend data republic helped facilitate the hyperhack datathon in singapore. the event was supported by @startupx and @temasek, with over 60 data scientists competing to ideate, hack and design sustainable ideas for the future. #hackathon #sustainability #hyperhack ","weekend data republic helped facilitate hyperhack datathon singapore. event wa supported @startupx @temasek, 60 data scientist competing ideate, hack design sustainable idea future. #hackathon #sustainability #hyperhack "
411,ijstokes,Excellent weekend in #Singapore at the #HyperHack event sponsored by ⁦@Temasek⁩ with ⁦@BCG⁩ participation from mentors to participants. Here are the final 14 teams. It was a pleasure mentoring the data hackathon teams. https://t.co/lNZKeEbCdG,excellent weekend in #singapore at the #hyperhack event sponsored by ⁦@temasek⁩ with ⁦@bcg⁩ participation from mentors to participants. here are the final 14 teams. it was a pleasure mentoring the data hackathon teams. ,excellent weekend #singapore #hyperhack event sponsored ⁦@temasek⁩ ⁦@bcg⁩ participation mentor participants. final 14 teams. wa pleasure mentoring data hackathon teams. 
412,caemanuelson,Hey Singapore 👋🏽 #hackforsweden looking forward to all great solutions coming out from this hackathon! https://t.co/9X6hmJDb6j,hey singapore 👋🏽 #hackforsweden looking forward to all great solutions coming out from this hackathon! ,hey singapore 👋🏽 #hackforsweden looking forward great solution coming hackathon! 
413,MeKanhaiyakumar,Have a look https://t.co/3eq2wvFyjR PM Narendra Modi's Address | Singapore India Hackathon 2019,have a look  pm narendra modi's address | singapore india hackathon 2019,look  pm narendra modi's address | singapore india hackathon 2019
414,coinsmarketview,"A new event has been added:
#TenX COMIT #Hackathon Dec 6-8th #Singapore @CoBloXLab $PAY #atomicswap #hacking https://t.co/uuJaub3C5w","a new event has been added:
#tenx comit #hackathon dec 6-8th #singapore @cobloxlab $pay #atomicswap #hacking ","new event ha added:
#tenx comit #hackathon dec 6-8th #singapore @cobloxlab $pay #atomicswap #hacking "
415,AimAmarit,#hyperhack Sustainability Hackathon Singapore in full swing! Great to be back in SG as a facilitator for the 3rd year and to promoting the UN SDGs this time!!! #startupx #temasek @ Suntec Singapore Convention &amp;… https://t.co/Mw2zNVhncH,#hyperhack sustainability hackathon singapore in full swing! great to be back in sg as a facilitator for the 3rd year and to promoting the un sdgs this time!!! #startupx #temasek @ suntec singapore convention &amp;… ,#hyperhack sustainability hackathon singapore full swing! great back sg facilitator 3rd year promoting un sdgs time!!! #startupx #temasek @ suntec singapore convention &amp;… 
416,how_to_coin,"TenX (PAY) news! On 06 December 2019, ""The #hackathon will be held over the weekend of 6-8 Dec at the TenX HQ in Singapore."" #PAY
https://t.co/VXt4My4sfs","tenx (pay) news! on 06 december 2019, ""the #hackathon will be held over the weekend of 6-8 dec at the tenx hq in singapore."" #pay
","tenx (pay) news! 06 december 2019, ""the #hackathon held weekend 6-8 dec tenx hq singapore."" #pay
"
417,Saurya,"@mengwong @visakanv There's a bit of chatter about this space in Singapore recently:
https://t.co/OgLDKG6LdW
""HyperHack, which describes itself ‘the world’s first global sustainability hackcelerator’, will kick off on 8 November with a 3-day hackathon in Singapore.""","@mengwong @visakanv there's a bit of chatter about this space in singapore recently:

""hyperhack, which describes itself ‘the world’s first global sustainability hackcelerator’, will kick off on 8 november with a 3-day hackathon in singapore.""","@mengwong @visakanv there's bit chatter space singapore recently:

""hyperhack, describes ‘the world’s first global sustainability hackcelerator’, kick 8 november 3-day hackathon singapore."""
418,tenxwallet,"COMIT is reaching mainnet readiness! 🎉

Join our research team @CoBloXLab for 48 hours of hacking and fun. 💻🤪

The #hackathon will be held over the weekend of 6-8 Dec at the TenX HQ in Singapore. #Atomicswaps, here we come! 

https://t.co/is0xYiLpSk","comit is reaching mainnet readiness! 🎉

join our research team @cobloxlab for 48 hours of hacking and fun. 💻🤪

the #hackathon will be held over the weekend of 6-8 dec at the tenx hq in singapore. #atomicswaps, here we come! 

","comit reaching mainnet readiness! 🎉

join research team @cobloxlab 48 hour hacking fun. 💻🤪

the #hackathon held weekend 6-8 dec tenx hq singapore. #atomicswaps, come! 

"
419,wadekwright,"Singapore: A brief intro to HyperHack global sustainability hackcelerator, set for a 3-day hackathon from November 8-10 https://t.co/ZzmrexAJAk #singapore #hackathon #sustainability #startupSG","singapore: a brief intro to hyperhack global sustainability hackcelerator, set for a 3-day hackathon from november 8-10  #singapore #hackathon #sustainability #startupsg","singapore: brief intro hyperhack global sustainability hackcelerator, set 3-day hackathon november 8-10  #singapore #hackathon #sustainability #startupsg"
420,Dynam_AI,"Dr. Michael Zeller, CEO of DynamAI, will join the judging panel for this year's #HyperHack pitch competition in Singapore on November 8th-10th. 

The event is a 3-day hackathon designed to stimulate creative ideas around #sustainability  

https://t.co/818eD2KHBQ by @the_startupx","dr. michael zeller, ceo of dynamai, will join the judging panel for this year's #hyperhack pitch competition in singapore on november 8th-10th. 

the event is a 3-day hackathon designed to stimulate creative ideas around #sustainability  

 by @the_startupx","dr. michael zeller, ceo dynamai, join judging panel year's #hyperhack pitch competition singapore november 8th-10th. 

the event 3-day hackathon designed stimulate creative idea around #sustainability  

 @the_startupx"
421,bemyapp,"The team Co-Create Class (Japan), Connected Desk (Japan), Magic Brush (China), and Project William (Singapore) are selected by the jury to be the winners of #inkathon, congrats!!!  A big thank you to all the members and jury! #hackathon #digitalink #edtech @wacom https://t.co/7HMV6gw3kB","the team co-create class (japan), connected desk (japan), magic brush (china), and project william (singapore) are selected by the jury to be the winners of #inkathon, congrats!!!  a big thank you to all the members and jury! #hackathon #digitalink #edtech @wacom ","team co-create class (japan), connected desk (japan), magic brush (china), project william (singapore) selected jury winner #inkathon, congrats!!!  big thank member jury! #hackathon #digitalink #edtech @wacom "
422,VizFSG,"Thank you so much - we’re excited that you are hosting this #VizForSocialGood hackathon! Singapore dataviz people, do check this out for a great way to meet fellow visualisers and help good social causes! 🇸🇬 https://t.co/DP3HXFjiVE","thank you so much - we’re excited that you are hosting this #vizforsocialgood hackathon! singapore dataviz people, do check this out for a great way to meet fellow visualisers and help good social causes! 🇸🇬 ","thank much - we’re excited hosting #vizforsocialgood hackathon! singapore dataviz people, check great way meet fellow visualiser help good social causes! 🇸🇬 "
423,grandnexus,"#Hack19: International @FlutterDev Hackathon 2019 [Singapore Edition] with @pslove_co, @NodeFlair, @RakutenRapidAPI and @BLOCK71Sg #Flutter https://t.co/dxc0XebkUz","#hack19: international @flutterdev hackathon 2019 [singapore edition] with @pslove_co, @nodeflair, @rakutenrapidapi and @block71sg #flutter ","#hack19: international @flutterdev hackathon 2019 [singapore edition] @pslove_co, @nodeflair, @rakutenrapidapi @block71sg #flutter "
424,hxchuaruns,Excited to be hosting the next #VizforSocialGood hackathon with @DataKindSG this coming Wednesday at @tableau #Singapore office! https://t.co/v9f73yyjfk Join us (/the waitlist) if you're interested in putting your data visualization and story-telling skills to good use!,excited to be hosting the next #vizforsocialgood hackathon with @datakindsg this coming wednesday at @tableau #singapore office!  join us (/the waitlist) if you're interested in putting your data visualization and story-telling skills to good use!,excited hosting next #vizforsocialgood hackathon @datakindsg coming wednesday @tableau #singapore office!  join u (/the waitlist) interested putting data visualization story-telling skill good use!
425,Shelovesdata,"A data hackathon for foodies!  Nov 22-23 at Block 71 (across One North MRT), #Singapore. Free to register: https://t.co/Q7Pfsr40Zk

Analyse anonymised data sets from YoRipe personalised cooking and grocery app. Prizes for the most innovative ideas!

#DataAnalytics #HeLovesDataToo https://t.co/xB8Xl48Dx4","a data hackathon for foodies!  nov 22-23 at block 71 (across one north mrt), #singapore. free to register: 

analyse anonymised data sets from yoripe personalised cooking and grocery app. prizes for the most innovative ideas!

#dataanalytics #helovesdatatoo ","data hackathon foodies!  nov 22-23 block 71 (across one north mrt), #singapore. free register: 

analyse anonymised data set yoripe personalised cooking grocery app. prize innovative ideas!

#dataanalytics #helovesdatatoo "
426,bonomat,"Hi @SatoshiLite 
we will hold a hackathon on atomic swaps in Singapore in December. Keen to join? 
Cheers, Philipp
https://t.co/1YiWwDEt0b","hi @satoshilite 
we will hold a hackathon on atomic swaps in singapore in december. keen to join? 
cheers, philipp
","hi @satoshilite 
we hold hackathon atomic swap singapore december. keen join? 
cheers, philipp
"
427,Appro92658321,"Ideas abound at the ‘Build On, Singapore 2019’ hackathon
Visit Our Website for more details : https://t.co/EUzg2mlpBi

https://t.co/GPHn9ZD8WY https://t.co/v5tUmnJRhi","ideas abound at the ‘build on, singapore 2019’ hackathon
visit our website for more details : 

 ","idea abound ‘build on, singapore 2019’ hackathon
visit website detail : 

 "
428,RHblackbook,Podcast:RegPac Revolution and F10 Hackathon Singapore https://t.co/Fm94M29sEw #regpacrevolution #singapore #regtech @fintechch #regtechblackbook #regtech,podcast:regpac revolution and f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch #regtechblackbook #regtech,podcast:regpac revolution f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch #regtechblackbook #regtech
429,comit_network,"First COMIT Hackathon 06.12. till 08.12. in Singapore hosted by @tenxwallet

Join us for a weekend of hacking and fun!
 
https://t.co/WiHPlnqNes","first comit hackathon 06.12. till 08.12. in singapore hosted by @tenxwallet

join us for a weekend of hacking and fun!
 
","first comit hackathon 06.12. till 08.12. singapore hosted @tenxwallet

join u weekend hacking fun!
 
"
430,andrewkingme,"The votes are in- Congratulations, Team_Young Grasshopperz from @watgdesigns Singapore! #watghackathon #hackathon #x19parametricdesign #parametric #arduino #augmentedreality https://t.co/3Uek1KS7Kp","the votes are in- congratulations, team_young grasshopperz from @watgdesigns singapore! #watghackathon #hackathon #x19parametricdesign #parametric #arduino #augmentedreality ","vote in- congratulations, team_young grasshopperz @watgdesigns singapore! #watghackathon #hackathon #x19parametricdesign #parametric #arduino #augmentedreality "
431,grandnexus,The School of AI Global Health Hackathon Singapore 2019 #healthhack #schoolofai #pslove #accenture #hackathons https://t.co/KpUhyKwi7K,the school of ai global health hackathon singapore 2019 #healthhack #schoolofai #pslove #accenture #hackathons ,school ai global health hackathon singapore 2019 #healthhack #schoolofai #pslove #accenture #hackathons 
432,andrewkingme,"Inspired collaboration across the globe! The @watgdesigns x19 Parametric Design Hackathon wrapped this morning. We can't wait to share what our talented colleagues in Irvine, London, Beverly Hills, Singapore, and Honolulu came up with. #watghackathon #parametric https://t.co/OJQkcWDHGd","inspired collaboration across the globe! the @watgdesigns x19 parametric design hackathon wrapped this morning. we can't wait to share what our talented colleagues in irvine, london, beverly hills, singapore, and honolulu came up with. #watghackathon #parametric ","inspired collaboration across globe! @watgdesigns x19 parametric design hackathon wrapped morning. can't wait share talented colleague irvine, london, beverly hills, singapore, honolulu came with. #watghackathon #parametric "
433,MarkDurbin104,"Three student team developed a blockchain based online voting system and each won a family trip to Singapore #womenintech 

24 Hour #Hexagon #Hexathon #Hackathon @HexagonCCI #SmartCity https://t.co/rYEWhJx5sg","three student team developed a blockchain based online voting system and each won a family trip to singapore #womenintech 

24 hour #hexagon #hexathon #hackathon @hexagoncci #smartcity ","three student team developed blockchain based online voting system family trip singapore #womenintech 

24 hour #hexagon #hexathon #hackathon @hexagoncci #smartcity "
434,CorpGovUK,RT @Drebbel_eu: Podcast:RegPac Revolution and F10 Hackathon Singapore https://t.co/4sjI3nPbwB #regpacrevolution #singapore #regtech @fintechch,rt @drebbel_eu: podcast:regpac revolution and f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch,rt @drebbel_eu: podcast:regpac revolution f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch
435,Drebbel_eu,Podcast:RegPac Revolution and F10 Hackathon Singapore https://t.co/Fk5txImdUB #regpacrevolution #singapore #regtech @fintechch,podcast:regpac revolution and f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch,podcast:regpac revolution f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch
436,hackernoon,"""How We Tried To Fight  Ecommerce Fraud at JunctionX Singapore Hackathon"" by @lcdvirgo https://t.co/7Y3z4Nq63w #ecommerce #hackathon","""how we tried to fight  ecommerce fraud at junctionx singapore hackathon"" by @lcdvirgo  #ecommerce #hackathon","""how tried fight  ecommerce fraud junctionx singapore hackathon"" @lcdvirgo  #ecommerce #hackathon"
437,skydog811,From Qiskit Camp to Qiskit Hackathon @ Singapore https://t.co/1JP4QfNZrz,from qiskit camp to qiskit hackathon @ singapore ,qiskit camp qiskit hackathon @ singapore 
438,bvbspit,"AI members Ms. Soumya Koppaka and Mr. Suyash Chavan who won 5th Position in Overall Team from India and Singapore at Singapore India Hackathon, 2019 held at IIT Madras on 28th to 30th September 2019. https://t.co/FOH1pObfIE","ai members ms. soumya koppaka and mr. suyash chavan who won 5th position in overall team from india and singapore at singapore india hackathon, 2019 held at iit madras on 28th to 30th september 2019. ","ai member ms. soumya koppaka mr. suyash chavan 5th position overall team india singapore singapore india hackathon, 2019 held iit madras 28th 30th september 2019. "
439,qiskit,"""I decided the best way forward was of course to just tweet to Qiskit and team (who had of course never heard of me) that we should have a hackathon in Singapore. [...] And thus began a wonderful journey..."" @anuragsaharoy describes our Singapore event!💻

https://t.co/XCYx6LZpmt https://t.co/t9JZv8HZKy","""i decided the best way forward was of course to just tweet to qiskit and team (who had of course never heard of me) that we should have a hackathon in singapore. [...] and thus began a wonderful journey..."" @anuragsaharoy describes our singapore event!💻

 ","""i decided best way forward wa course tweet qiskit team (who course never heard me) hackathon singapore. [...] thus began wonderful journey..."" @anuragsaharoy describes singapore event!💻

 "
440,sezbee,In Singapore next Thursday evening? Come hackathon with us 🚀 #SGTUG @tableau https://t.co/2ZvaI1KiNH,in singapore next thursday evening? come hackathon with us 🚀 #sgtug @tableau ,singapore next thursday evening? come hackathon u 🚀 #sgtug @tableau 
441,CapMarketsProf,"Having fun and learning a lot as one of the international judges at #DerivHack2019  at @Barclays in #Singapore, with fellow judges from @dbsbank , @ICMAgroup , @The_DTCC , @ISDA @Regnosis, examining hackathon  teams developing #blockchain solutions on @DAMLdriven and @inside_r3 https://t.co/xnySIAGwmT","having fun and learning a lot as one of the international judges at #derivhack2019  at @barclays in #singapore, with fellow judges from @dbsbank , @icmagroup , @the_dtcc , @isda @regnosis, examining hackathon  teams developing #blockchain solutions on @damldriven and @inside_r3 ","fun learning lot one international judge #derivhack2019  @barclays #singapore, fellow judge @dbsbank , @icmagroup , @the_dtcc , @isda @regnosis, examining hackathon  team developing #blockchain solution @damldriven @inside_r3 "
442,ecoupe,Nothing like planning a hackathon before 7 am with @BhatiaKishore (who is in Singapore!). #DVHacks NYC edition is 2.5 weeks away! 🚀🗽,nothing like planning a hackathon before 7 am with @bhatiakishore (who is in singapore!). #dvhacks nyc edition is 2.5 weeks away! 🚀🗽,nothing like planning hackathon 7 @bhatiakishore (who singapore!). #dvhacks nyc edition 2.5 week away! 🚀🗽
443,digitalassetcom,An inspiring view for an inspiring event! #DerivHack2019 just kicked off in Singapore and there's only a few more hours to go before the hackathon continues @ThinkRiseLDN &amp; @ThinkRiseNY. Follow regular updates from us on-site from @DAMLdriven. https://t.co/nDzInak58A,an inspiring view for an inspiring event! #derivhack2019 just kicked off in singapore and there's only a few more hours to go before the hackathon continues @thinkriseldn &amp; @thinkriseny. follow regular updates from us on-site from @damldriven. ,inspiring view inspiring event! #derivhack2019 kicked singapore there's hour go hackathon continues @thinkriseldn &amp; @thinkriseny. follow regular update u on-site @damldriven. 
444,ThinkRiseGlobal,"Last chance! Barclays #DerivHack2019 starts tomorrow in #London, #NewYork &amp; #Singapore. Work with peers &amp; thought leaders, in conjunction with @ISDA. 

To find out more about our #hackathon and register a team, visit https://t.co/X2zYeNmeYG

#HomeofFinTech #Innovation #FinTech https://t.co/XYW12goSGj","last chance! barclays #derivhack2019 starts tomorrow in #london, #newyork &amp; #singapore. work with peers &amp; thought leaders, in conjunction with @isda. 

to find out more about our #hackathon and register a team, visit 

#homeoffintech #innovation #fintech ","last chance! barclays #derivhack2019 start tomorrow #london, #newyork &amp; #singapore. work peer &amp; thought leaders, conjunction @isda. 

to find #hackathon register team, visit 

#homeoffintech #innovation #fintech "
445,ThinkRiseGlobal,"LAST CHANCE! Barclays #DerivHack2019 starts tomorrow in #London, #NewYork &amp; #Singapore. Work with peers &amp; thought leaders, in conjunction with @ISDA. 

To find out more about our #hackathon and register a team, visit https://t.co/X2zYeNmeYG

#HomeofFinTech #Innovation #FinTech https://t.co/GnF3frPpOC","last chance! barclays #derivhack2019 starts tomorrow in #london, #newyork &amp; #singapore. work with peers &amp; thought leaders, in conjunction with @isda. 

to find out more about our #hackathon and register a team, visit 

#homeoffintech #innovation #fintech ","last chance! barclays #derivhack2019 start tomorrow #london, #newyork &amp; #singapore. work peer &amp; thought leaders, conjunction @isda. 

to find #hackathon register team, visit 

#homeoffintech #innovation #fintech "
446,BethSendra,"Less than 12 hours until we kickoff #DerivHack2019 in the first location. If you're using #DAML in Singapore, London or NYC come stop by the Digital Asset booth and pick-up a swag bag to keep you going for the two day Hackathon! #maythebestDAMLerswin","less than 12 hours until we kickoff #derivhack2019 in the first location. if you're using #daml in singapore, london or nyc come stop by the digital asset booth and pick-up a swag bag to keep you going for the two day hackathon! #maythebestdamlerswin","le 12 hour kickoff #derivhack2019 first location. using #daml singapore, london nyc come stop digital asset booth pick-up swag bag keep going two day hackathon! #maythebestdamlerswin"
447,ThinkRiseGlobal,"LAST CHANCE! Barclays #DerivHack2019 starts tomorrow in #London, #NewYork &amp; #Singapore. Work with peers &amp; thought leaders, in conjunction with @ISDA. 

To find out more about our #hackathon and register a team, visit https://t.co/X2zYeNmeYG

#HomeofFinTech #Innovation #FinTech https://t.co/GEvbS7HGom","last chance! barclays #derivhack2019 starts tomorrow in #london, #newyork &amp; #singapore. work with peers &amp; thought leaders, in conjunction with @isda. 

to find out more about our #hackathon and register a team, visit 

#homeoffintech #innovation #fintech ","last chance! barclays #derivhack2019 start tomorrow #london, #newyork &amp; #singapore. work peer &amp; thought leaders, conjunction @isda. 

to find #hackathon register team, visit 

#homeoffintech #innovation #fintech "
448,anuragsaharoy,"A quick read on the amazing weekend we had organising @Qiskit #Hackathon @ Singapore with @HuangJunye @quantumlah @veenaiyuri @lizdurst and team.
#QuantumComputing  
 https://t.co/0esHnrTRNF","a quick read on the amazing weekend we had organising @qiskit #hackathon @ singapore with @huangjunye @quantumlah @veenaiyuri @lizdurst and team.
#quantumcomputing  
 ","quick read amazing weekend organising @qiskit #hackathon @ singapore @huangjunye @quantumlah @veenaiyuri @lizdurst team.
#quantumcomputing  
 "
449,joost_walgemoed,Podcast:RegPac Revolution and F10 Hackathon Singapore https://t.co/Drf2H4FBZI #regpacrevolution #singapore #regtech @fintechch,podcast:regpac revolution and f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch,podcast:regpac revolution f10 hackathon singapore  #regpacrevolution #singapore #regtech @fintechch
